,Unnamed: 0,Name,Category,total_revenue2018,total_revenue2019,total_revenue2020,operating_income2018,operating_income2019,operating_income2020,net_income2018,net_income2019,net_income2020,diluted_EPS2018,diluted_EPS2019,diluted_EPS2020,EBITDA2018,EBITDA2019,EBITDA2020,total_assets2018,total_assets2019,total_assets2020,total_liability2018,total_liability2019,total_liability2020,total_equity2018,total_equity2019,total_equity2020,total_liability_shareholders2018,total_liability_shareholders2019,total_liability_shareholders2020,total_debt2018,total_debt2019,total_debt2020,book_value2018,book_value2019,book_value2020,cash_operating2018,cash_operating2019,cash_operating2020,cash_investing2018,cash_investing2019,cash_investing2020,cash_financing2018,cash_financing2019,cash_financing2020,free_cash_flow2018,free_cash_flow2019,free_cash_flow2020,price_to_earning2018,price_to_earning2019,price_to_earning2020,price_to_sales2018,price_to_sales2019,price_to_sales2020,price_to_cash_flow2018,price_to_cash_flow2019,price_to_cash_flow2020,price_to_book2018,price_to_book2019,price_to_book2020,entreprise_value2018,entreprise_value2019,entreprise_value2020,entreprise_value_EBITDA2018,entreprise_value_EBITDA2019,entreprise_value_EBITDA2020,return_asset2018,return_asset2019,return_asset2020,return_equity2018,return_equity2019,return_equity2020,return_capital2018,return_capital2019,return_capital2020,gross_margin2018,gross_margin2019,gross_margin2020,operating_margin2018,operating_margin2019,operating_margin2020,EBITDA_margin2018,EBITDA_margin2019,EBITDA_margin2020,net_margin2018,net_margin2019,net_margin2020,quick_ratio2018,quick_ratio2019,quick_ratio2020,current_ratio2018,current_ratio2019,current_ratio2020,inventory_turnover2018,inventory_turnover2019,inventory_turnover2020,asset_turnover2018,asset_turnover2019,asset_turnover2020,debt_assets2018,debt_assets2019,debt_assets2020,debt_equity2018,debt_equity2019,debt_equity2020,long_term_debt2018,long_term_debt2019,long_term_debt2020
33,33,ATXI,pharma_major,0,0,0,21.82M,26.27M,5.21M,21.55M,25.91M,5.15M,2.1,1.65,2.1,,26.27M,5.21M,4.53M,8.91M,3.25M,5.16M,2.12M,886.00K,631.00K,6.80M,2.36M,4.53M,8.91M,3.25M,0,0,0,0.06,0.41,0.14,18.22M,26.26M,4.61M,10.00M,0,1.00M,895.00K,32.33M,0,,26.26M,4.61M,,,,,,,,,,,23.55,42.24,52.62M,142.18M,95.08M,,,,161.44,385.54,84.72,229.86,839.94,112.48,229.86,839.94,112.48,,,,,,,,,,,,,0.55,4.22,3.66,0.55,4.22,3.66,,,,0,0,0,0,0,0,0,0,0,0,0,0
34,34,AVIR,pharma_major,0,0,48.63M,9.48M,14.61M,11.03M,9.06M,14.03M,10.95M,0.11,0.17,0.11,9.46M,14.59M,11.01M,34.86M,22.07M,863.63M,1.91M,2.53M,315.83M,32.95M,19.54M,547.80M,34.86M,22.07M,863.63M,0,0,0,0.44,0.6,6.65,7.91M,12.81M,296.73M,12.00K,2.00K,26.00K,27.48M,15.00K,531.75M,7.92M,12.82M,296.71M,,,,,,70.82,,,11.61,,,6.29,,,2.59B,,,,,49.3,2.47,,53.47,3.86,,53.47,3.86,,,,,,22.68,,,22.64,,,22.51,19.71,9,2.73,19.71,9,2.73,,,,,0,0.11,0,0,0,0,0,0,0,0,0
35,35,AYLA,pharma_major,0,2.33M,3.71M,9.04M,17.71M,29.78M,8.87M,17.79M,30.15M,0.68,1.37,0.68,8.99M,17.56M,29.59M,29.13M,20.05M,45.83M,50.98M,58.97M,7.43M,21.86M,38.92M,38.40M,29.13M,20.05M,45.83M,48.21M,53.67M,553.00K,1.68,2.99,3.02,6.37M,14.95M,27.54M,250.00K,1.58M,181.00K,25.42M,7.08M,52.92M,6.59M,16.28M,27.59M,,,,,,29.25,,,,,,3.65,,,66.91M,,,,,72.36,91.52,,,,,86.57,112.27,,38.52,4.91,,758.83,803.05,,752.4,798.14,,762.3,813,9.68,3.34,6.43,9.68,3.34,6.43,,,,,0.09,0.11,1.66,2.68,0.01,2.21,1.38,0.01,1.66,2.68,0.01
36,36,AYTU,pharma_major,7.32M,27.63M,65.63M,16.28M,17.92M,38.24M,27.13M,13.62M,58.29M,34.81,3.01,34.81,14.04M,13.33M,30.54M,34.72M,155.09M,276.57M,27.63M,60.08M,139.01M,7.09M,95.02M,137.57M,34.72M,155.09M,276.57M,0,15.52M,37.80M,4.04,7.55,5,13.83M,28.37M,25.96M,1.06M,5.66M,2.78M,19.08M,71.07M,30.31M,14.39M,28.37M,25.96M,,,,2.01,2.32,1.28,,,,4.68,1.88,1,3.44M,31.36M,71.80M,,,,97.28,8.78,27.15,264.54,14.34,50.12,264.54,12.74,45.97,40.74,53.78,35.33,222.35,64.86,58.26,191.8,48.24,46.53,370.64,49.29,88.81,2.6,2.27,0.81,2.87,2.62,0.96,3.12,1.28,3.22,0.26,0.18,0.31,0,0.1,0.14,0,0.16,0.27,0,0.08,0.03
37,37,AZN,pharma_major,22.09B,24.38B,27.59B,1.84B,2.81B,4.68B,2.15B,1.33B,3.20B,0.85,0.51,0.85,4.62B,5.59B,7.58B,60.65B,61.38B,66.73B,46.61B,46.78B,51.09B,14.04B,14.60B,15.64B,60.65B,61.38B,66.73B,19.11B,18.23B,20.38B,4.92,5,5.95,2.81B,3.09B,4.85B,770.00M,781.00M,332.00M,2.04B,1.76B,2.20B,1.77B,2.11B,3.88B,44.66,97.17,41.04,4.36,5.32,4.76,34.24,41.94,27.09,7.72,9.97,8.4,111.25B,143.21B,143.68B,24.11,25.62,18.95,3.48,2.19,4.99,15.71,10.43,22.23,7.14,4.51,10.15,71.78,72.35,74.01,8.31,11.51,16.98,20.89,22.92,27.47,9.76,5.47,11.58,0.78,0.68,0.76,0.95,0.86,0.96,2.1,2.22,1.99,0.36,0.4,0.43,0.32,0.3,0.31,1.36,1.25,1.3,0.29,0.26,0.27
38,38,BBI,pharma_major,10.89M,7.92M,1.82M,8.45M,24.47M,20.98M,9.24M,23.88M,20.91M,25.85,4.5,25.85,8.40M,24.34M,20.87M,8.75M,18.14M,33.63M,22.08M,10.57M,6.50M,13.33M,7.57M,27.14M,8.75M,18.14M,33.63M,4.64M,151.00K,511.00K,121.59,0.89,0.51,3.92M,35.98M,20.03M,12.00K,32.51M,4.48M,1.24M,2.64M,38.44M,3.90M,35.99M,20.06M,,,,0.45,0.57,10.5,1.24,,,0.53,1.68,1.54,59.71M,7.04M,10.47M,,,,105.57,67.75,80.78,28.94,84.76,120.5,28.94,84.66,119.75,56.78,,,77.62,309.06,1.15K,77.17,307.44,1.15K,84.83,301.59,1.15K,0.41,1.71,5.28,0.41,1.71,5.28,,,,1.24,0.22,0.07,0.53,0.01,0.02,0.35,0.02,0.02,0,0,0
39,39,BBLG,pharma_major,0,0,0,2.79M,2.45M,825.01K,4.43M,3.42M,1.82M,2.2,1.17,2.2,2.79M,2.45M,825.01K,1.04M,30.83K,0,9.64M,11.90M,13.69M,8.60M,11.87M,13.69M,1.04M,30.83K,0,9.00M,11.32M,11.72M,0.81,0.97,1.12,4.10M,3.25M,426.93K,0,0,0,4.37M,2.32M,402.79K,4.10M,3.25M,426.93K,,,,,,,,,,,,,83.43M,40.46M,66.31M,,,,482.52,639.23,11.84K,,,,,,,,,,,,,,,,,,,0.11,0.05,0,0.11,0.05,0,,,,0,0,0,8.65,367.21,,1.05,0.95,0.86,0,367.21,
40,40,BHVN,pharma_major,0,0,63.63M,224.55M,479.12M,645.39M,240.92M,528.80M,766.80M,6.15,10.91,6.15,224.29M,478.49M,635.94M,290.01M,344.26M,686.98M,139.09M,351.69M,1.02B,150.92M,7.42M,332.19M,290.01M,344.26M,686.98M,117.52M,247.76M,787.50M,3.41,0.14,6.46,197.14M,377.33M,702.88M,10.54M,3.78M,209.88M,340.46M,434.59M,728.82M,201.31M,379.87M,705.25M,,,,,,79.12,,,,10.83,,,1.30B,2.57B,5.52B,,,,110.29,166.74,148.71,170.33,737.03,,120.34,207.88,269.69,,,72.19,,,1.01K,,,1.00K,,,1.21K,13.94,4.96,2.04,13.94,4.96,2.18,,,0.89,0,0,0.12,0.41,0.72,1.15,0.78,33.37,2.37,0.41,0.72,1.05
41,41,BMY,pharma_major,22.56B,26.14B,42.52B,6.39B,6.44B,4.49B,4.92B,3.44B,9.02B,3.01,2.01,3.01,7.10B,8.25B,14.98B,34.99B,129.94B,118.48B,20.86B,78.25B,80.60B,14.13B,51.70B,37.88B,34.99B,129.94B,118.48B,7.35B,47.54B,51.67B,8.64,23.16,16.85,5.94B,8.07B,14.05B,874.00M,9.77B,10.86B,3.54B,7.62B,1.15B,4.99B,7.23B,13.30B,17.3,31.95,,3.77,4.2,3.29,14.33,13.62,9.97,6.02,2.77,3.68,83.65B,142.14B,175.26B,11.79,17.14,11.63,14.36,4.17,7.26,38.18,10.48,20.16,25.63,5.96,9.87,71.25,65.98,51.04,28.34,24.63,10.56,31.46,31.55,35.23,21.81,13.15,21.2,1.5,1.37,1.47,1.61,1.6,1.58,5.49,3.24,6.54,0.66,0.32,0.34,0.21,0.37,0.44,0.52,0.92,1.36,0.16,0.34,0.41
42,42,BOLT,pharma_major,0,215.00K,231.00K,11.63M,30.97M,49.18M,11.59M,30.49M,60.73M,0.33,0.87,0.33,11.33M,29.64M,46.68M,15.97M,48.45M,46.54M,3.55M,16.79M,46.19M,12.42M,31.66M,349.00K,15.97M,48.45M,46.54M,40.00K,10.19M,36.10M,0.45,1.31,2.9,9.87M,25.52M,43.92M,290.00K,508.00K,20.59M,19.09M,47.80M,36.21M,10.16M,26.03M,47.18M,,,,,,,,,,,,,,,,,,,,94.65,127.86,,138.32,379.46,,119.16,164.8,,,,,14.40K,21.29K,,13.79K,20.21K,,14.18K,26.29K,5.12,4.15,2.25,5.12,4.15,2.25,,,,,0.01,0,0,0.21,0.78,0,0.32,103.44,0,0.15,0.74
43,43,BTX,pharma_major,23.34M,19.81M,5.80M,464.00K,1.21M,5.40M,259.00K,2.05M,4.42M,0.2,1.44,0.2,3.23M,1.96M,3.49M,14.86M,15.28M,4.19M,7.95M,10.19M,3.34M,6.92M,5.09M,851.00K,14.86M,15.28M,4.19M,3.81M,6.08M,2.09M,4.83,3.52,0.58,1.36M,2.96M,3.73M,1.58M,1.06M,960.00K,303.00K,1.31M,126.00K,717.00K,1.86M,4.00M,,,,0.22,0.32,1.13,3.84,2.14,,0.81,1.25,7.79,6.47M,9.15M,7.87M,2,2.99,,1.63,13.58,45.35,4.16,34.09,148.6,3.36,23.14,94.09,64.07,60.4,46.41,1.99,6.12,93.09,13.83,9.88,60.12,1.11,10.34,76.12,1.06,0.82,0.45,1.69,1,0.73,2.26,4.32,3.56,1.47,1.31,0.6,0.26,0.4,0.5,0.55,1.19,2.46,0.19,0.19,0.13
44,44,BVXV,pharma_major,0,0,0,21.44M,21.99M,19.82M,24.40M,30.65M,1.30M,3.73,3.75,3.73,21.36M,21.53M,19.11M,28.32M,33.51M,17.72M,32.76M,48.06M,22.27M,8.35M,18.83M,4.55M,28.32M,33.51M,17.72M,25.25M,38.01M,20.92M,1.28,2.88,0.39,15.91M,21.63M,21.09M,6.52M,2.02M,1.73M,23.45M,23.92M,3.99M,22.51M,23.71M,22.88M,,,,,,,,,,,,,36.12M,92.89M,49.12M,,,,94.11,99.12,5.06,621.68,,,147.43,170.86,15.87,,,,,,,,,,,,,3.53,3.86,0.17,3.53,3.86,0.17,,,,0,0,0,0.89,1.13,1.18,3.02,2.02,4.6,0.89,1.13,0.11
45,45,BXRX,pharma_major,0,0,493.00K,65.04M,47.07M,55.81M,73.67M,32.56M,76.10M,,3.48,,64.64M,46.59M,53.25M,35.02M,54.21M,68.73M,103.37M,70.93M,83.53M,68.35M,16.72M,14.80M,35.02M,54.21M,68.73M,0,773.00K,9.78M,,1.79,0.3,59.75M,50.04M,44.06M,3.45M,1.48M,639.00K,63.20M,69.27M,57.30M,63.12M,51.36M,44.70M,,,,,,39.65,,,,,,,,47.74M,1.01M,,,,217.36,72.97,123.79,,,,,,,,,769.37,,,11.32K,,,10.80K,,,15.44K,0.11,2.61,1.86,0.11,2.61,2.03,,,2.88,0,0,0.01,0,0.01,0.14,0,0.05,0.66,0,0.01,0.13
46,46,BYSI,pharma_major,0,0,180.00K,57.55M,40.31M,64.21M,54.87M,38.09M,60.97M,2.42,1.55,2.42,57.50M,40.23M,64.13M,7.06M,44.55M,117.04M,16.45M,13.42M,25.22M,9.38M,31.13M,91.82M,7.06M,44.55M,117.04M,0,3.94M,4.31M,0.33,1.09,2.26,39.96M,47.47M,43.12M,2.87M,10.08M,5.26M,13.25M,69.39M,111.90M,40.16M,47.47M,43.18M,,,,,,2.03K,,,,,14.28,5.41,419.47M,350.87M,264.06M,,,,275.09,147.56,75.46,568.3,338.37,102.81,568.3,294.3,97.16,,,,,,35.67K,,,35.63K,,,33.87K,0.36,4.06,8.24,0.36,4.06,8.24,,,,0,0,0,0,0.09,0.04,0,0.13,0.05,0,0.08,0.03
47,47,CALT,pharma_major,0,19.54M,94.95K,15.31M,2.95M,40.64M,15.18M,3.44M,47.09M,0.58,0.09,0.58,15.30M,2.75M,40.34M,73.14M,90.29M,183.43M,3.41M,6.10M,30.46M,69.73M,84.19M,152.97M,73.14M,90.29M,183.43M,0,648.43K,582.77K,3.96,4.35,5.9,14.73M,7.51M,33.59M,0,1.91M,27.68M,82.36M,21.02M,92.42M,14.73M,7.52M,33.59M,,,,,,7.94K,,,,,,5.7,,,639.15M,,,,37.59,4.21,34.41,41.14,4.47,40.67,41.14,4.46,40.59,,,,,15.08,42.80K,,14.1,42.48K,,17.63,49.60K,21.43,15.39,9.82,21.43,15.39,9.82,,,,0,0.24,0,0,0.01,0,0,0.01,0,0,0,0
48,48,CDAK,pharma_major,0,388.00K,2.92M,38.37M,80.15M,90.92M,44.54M,77.96M,91.67M,3.1,4.88,3.1,36.64M,77.38M,86.56M,97.66M,115.96M,151.34M,5.63M,94.01M,136.77M,92.03M,21.95M,14.57M,97.66M,115.96M,151.34M,0,9.57M,62.98M,5.81,10.27,0.78,30.57M,1.70M,73.48M,78.54M,11.67M,52.01M,58.00K,9.76M,99.70M,32.39M,12.18M,94.53M,,,,,,208.18,,,,,,41.66,,,580.91M,,,,38.41,72.99,68.59,40.25,136.79,502.03,40.25,126.19,170.4,,,,,20.66K,3.12K,,19.94K,2.97K,,20.09K,3.14K,18.6,4.76,5.24,18.6,4.76,5.24,,,,0,0,0.02,0,0.08,0.42,0,0.44,4.32,0,0.08,0.41
49,49,CGEM,pharma_major,0,0,0,14.59M,22.27M,60.34M,14.19M,20.66M,51.80M,0.33,0.48,0.33,14.54M,22.20M,60.27M,34.64M,100.46M,214.71M,1.39M,2.60M,14.39M,33.25M,97.86M,200.31M,34.64M,100.46M,214.71M,0,0,0,0.48,0.92,1.75,13.55M,20.90M,29.77M,261.00K,35.40M,5.42M,29.00K,85.72M,140.14M,13.81M,20.92M,29.78M,,,,,,,,,,,,,,,,,,,,30.58,32.87,,31.51,34.74,,31.51,34.74,,,,,,,,,,,,,25.85,39.67,14.82,25.85,39.67,14.82,,,,,0,0,0,0,0,0,0,0,0,0,0
50,50,CKPT,pharma_major,3.51M,1.71M,1.07M,36.74M,24.85M,23.20M,36.37M,24.71M,23.08M,1.27,0.7,1.27,,24.85M,23.20M,24.90M,26.97M,42.60M,13.09M,8.12M,7.22M,11.81M,18.85M,35.38M,24.90M,26.97M,42.60M,0,0,0,0.35,0.35,0.51,25.80M,21.37M,16.55M,0,0,0,28.57M,25.45M,31.25M,25.80M,21.37M,16.55M,,,,14.82,35.55,138.4,,,,5.25,4.93,5.2,29.97M,34.65M,107.18M,,,,157.05,95.3,66.36,270.92,161.25,85.13,270.92,161.25,85.13,,,,1.05K,1.45K,2.17K,,1.45K,2.17K,1.04K,1.45K,2.16K,1.9,3.32,5.9,1.9,3.32,5.9,,,,0.15,0.07,0.03,0,0,0,0,0,0,0,0,0
51,51,CLNN,pharma_major,,,206.00K,323.94K,16.33M,20.21M,277.31K,16.16M,19.28M,0.14,0.93,0.14,323.94K,15.43M,19.21M,47.16M,14.88M,68.24M,42.16M,9.99M,67.90M,5.00M,4.89M,341.00K,47.16M,14.88M,68.24M,,2.88M,4.32M,2.52,3.9,0.01,205.37K,12.96M,18.79M,46.00M,294.00K,387.00K,46.95M,5.27M,69.39M,,13.25M,19.17M,,,,,,765.59,,,,3.93,4.42,1.57K,,248.83M,102.76M,,,,1.17,108.59,32.95,11.1,330.57,721.85,,219.8,,,,416.99,,,9.81K,,,9.33K,,,9.36K,,2.19,5.38,3.56,2.2,5.4,,,,,,0,,0.19,0.06,,0.59,12.68,,0.17,0.06
52,52,CLSD,pharma_major,30.00K,2.17M,7.89M,82.94M,30.30M,17.93M,82.82M,30.77M,18.21M,2.69,0.81,2.69,82.76M,30.09M,17.75M,44.12M,26.78M,19.32M,20.50M,15.62M,10.56M,23.62M,11.16M,8.76M,44.12M,26.78M,19.32M,9.97M,6.41M,1.98M,0.74,0.25,0.17,79.20M,27.07M,13.12M,3.76M,32.92M,55.00K,81.78M,8.70M,7.87M,79.29M,27.09M,13.18M,,,,1.10K,50.94,16.14,,,,1.46,11.54,16.22,1.98M,94.51M,112.12M,,,,195.76,86.8,79.01,367.79,176.96,182.83,279.49,125.82,144.23,,,,276.48K,1.39K,227.2,275.85K,1.38K,224.92,276.06K,1.42K,230.68,4.1,2.31,1.82,4.1,2.31,1.82,,,,0,0.06,0.34,0.23,0.24,0.1,0.42,0.57,0.23,0.21,0.18,0.03
53,53,CMPX,pharma_major,0,0,0,38.31M,34.05M,27.81M,38.29M,34.74M,29.50M,0.73,0.67,0.73,36.39M,31.93M,25.41M,64.63M,30.38M,51.91M,149.40M,148.98M,11.97M,84.77M,118.60M,39.95M,64.63M,30.38M,51.91M,144.62M,144.74M,9.33M,1.63,2.28,0.77,33.68M,31.74M,26.80M,2.02M,466.00K,38.00K,64.03M,0,48.54M,35.70M,32.21M,26.91M,,,,,,,,,,,,,,,,,,,,73.14,71.7,,,,,90.57,94.59,,,,,,,,,,,,,6.96,2.67,4.97,6.96,2.67,4.97,,,,,0,0,2.24,4.76,0.18,1.71,1.22,0.23,2.18,4.58,0.04
54,54,CNSP,pharma_major,0,0,0,881.79K,3.83M,9.45M,7.39M,3.88M,9.46M,0.45,0.24,0.45,881.79K,3.83M,9.44M,683.33K,7.91M,15.85M,1.23M,311.00K,1.91M,549.30K,7.60M,13.95M,683.33K,7.91M,15.85M,316.92K,0,439.29K,0.03,0.46,0.58,716.38K,3.55M,7.32M,0,20.12K,17.95K,1.16M,10.26M,14.13M,716.38K,3.57M,7.34M,,,,,,,,,,,8.55,3.04,,57.74M,15.98M,,,,1.75K,90.22,79.59,,109.96,87.78,,109.96,87.78,,,,,,,,,,,,,0.48,25.38,8.13,0.48,25.38,8.13,,,,0,0,0,0.46,0,0.03,0.58,0,0.03,0,0,0
55,55,CNTB,pharma_major,0,0,0,10.04M,16.81M,28.78M,11.63M,24.40M,112.89M,0.2,0.42,0.2,9.95M,16.69M,28.57M,66.07M,53.49M,165.89M,84.58M,96.31M,322.61M,18.51M,42.82M,156.72M,66.07M,53.49M,165.89M,83.72M,92.44M,316.89M,0.32,0.74,2.73,10.43M,13.06M,24.22M,8.78M,483.51K,424.79K,55.76M,57.31K,133.11M,10.61M,13.22M,26.39M,,,,,,,,,,,,,,,,,,,,40.82,102.92,,,,,42.55,107.71,,,,,,,,,,,,,70.44,13.24,27.81,70.44,13.24,27.81,,,,,0,0,1.27,1.73,1.91,4.52,2.16,2.02,1.27,1.73,1.91
56,56,CRNX,pharma_major,0,0,0,31.14M,55.02M,75.02M,27.11M,50.42M,73.81M,2.23,2.09,2.23,30.67M,53.91M,73.80M,171.41M,130.38M,183.44M,11.19M,13.24M,14.53M,160.22M,117.14M,168.92M,171.41M,130.38M,183.44M,0,5.57M,4.85M,6.66,4.83,5.12,19.46M,45.77M,61.30M,119.46M,41.67M,217.00K,170.20M,541.00K,113.85M,20.52M,46.27M,61.49M,,,,,,,,,,4.5,5.2,2.76,200.26M,493.73M,263.59M,,,,29,33.42,47.04,31.01,36.36,51.61,31.01,35.73,50.06,,,,,,,,,,,,,21.03,14.79,16.92,21.03,14.79,16.92,,,,0,0,0,0,0.04,0.03,0,0.05,0.03,0,0.04,0.02
57,57,CRVS,pharma_major,0,0,0,49.22M,48.85M,43.76M,46.94M,46.67M,6.00M,1.71,1.59,1.71,48.38M,48.11M,43.13M,118.23M,83.65M,85.53M,7.90M,12.54M,13.38M,110.34M,71.11M,72.15M,118.23M,83.65M,85.53M,0,3.19M,2.31M,3.76,2.54,2.54,40.99M,36.55M,33.90M,30.19M,3.25M,44.77M,65.27M,24.00K,432.00K,41.34M,36.58M,33.98M,,,,,,,,,,0.98,2.14,1.4,13.64M,84.87M,63.00M,,,,44.07,46.24,7.09,48.1,51.44,8.37,48.1,50.8,8.17,,,,,,,,,,,,,16.45,7.76,3.73,16.45,7.76,3.73,,,,0,0,0,0,0.04,0.03,0,0.04,0.03,0,0.03,0.01
58,58,CTXR,pharma_major,0,0,0,13.43M,15.60M,17.71M,12.54M,15.56M,17.55M,1.17,0.77,1.17,13.43M,15.60M,17.56M,31.05M,36.75M,43.77M,3.18M,9.59M,10.10M,27.87M,27.15M,33.67M,31.05M,36.75M,43.77M,172.97K,172.97K,1.35M,1.72,0.94,0.61,11.32M,12.44M,16.81M,0,0,1.83K,17.30M,11.15M,22.78M,11.32M,12.44M,16.81M,,,,,,,,,,0.99,0.81,1.72,9.34M,7.55M,28.22M,,,,45.2,42.35,48.24,50.33,57.31,60.46,50.33,57.31,59.42,,,,,,,,,,,,,3.16,1.72,3.41,3.16,1.72,3.41,,,,0,0,0,0.01,0,0.03,0.01,0.01,0.04,0,0,0.02
59,59,CVAC,pharma_major,15.18M,19.49M,55.71M,86.49M,117.58M,152.71M,84.05M,111.78M,147.20M,0.45,0.6,0.45,82.05M,112.24M,136.06M,143.65M,146.62M,1.85B,106.97M,194.67M,978.85M,36.68M,48.05M,870.37M,143.65M,146.62M,1.85B,88.02K,88.84M,67.63M,0.2,0.26,4.82,87.43M,97.33M,595.53M,5.03M,31.54M,51.61M,132.13K,76.09M,934.59M,98.53M,109.84M,554.11M,,,,,,192.37,,,18,,,16.81,,,9.17B,,,,,77.02,14.75,,,35.8,,297.2,30.27,60.18,76.39,53.21,569.59,603.2,274.12,540.33,575.79,244.22,553.5,573.46,264.21,2.49,1.82,5.55,2.6,2.04,5.61,,6.66,2.11,,0.13,0.06,0,0.61,0.04,0,1.85,0.08,0,0.59,0.03
60,60,CYBN,pharma_major,0,0,687.43K,146.02K,61.32K,24.69M,169.75K,76.55K,25.64M,0.01,0.01,0.01,,61.32K,24.65M,350.37K,310.99K,73.29M,12.24K,10.40K,4.77M,338.13K,300.59K,68.52M,350.37K,310.99K,73.29M,0,0,0,0.02,0.02,0.44,182.05K,63.80K,15.14M,7.68K,26.65K,946.02K,189.95K,0,65.82M,182.05K,63.80K,15.25M,,,,,,24.6,,,,5.13,4.96,0.25,1.21M,1.22M,34.03M,,,,49.15,23.25,69.65,60.3,24.08,74.49,60.3,24.08,74.49,,,23.15,,,3.59K,,,3.59K,,,3.73K,27.38,23.32,13.57,27.38,23.32,13.57,,,,0,0,0.02,0,0,0,0,0,0,0,0,0
61,61,CYCN,pharma_major,0,4.51M,2.30M,115.25M,120.10M,77.03M,115.25M,123.01M,77.80M,4.21,4.49,4.21,113.72M,117.40M,74.74M,7.40M,186.48M,115.38M,17.85M,88.75M,55.88M,10.45M,97.73M,59.49M,7.40M,186.48M,115.38M,0,73.92M,45.73M,0.38,3.54,1.75,97.50M,104.87M,69.80M,3.44M,6.71M,18.00K,100.94M,214.23M,25.40M,100.94M,111.76M,71.32M,,,,,16.52,40.52,,,,,0.77,1.75,,50.80M,84.37M,,,,1.79K,126.89,51.55,,281.86,98.97,,155.92,58.35,,,,,2.66K,3.36K,,2.60K,3.26K,,2.73K,3.39K,0.05,5.55,3.45,0.05,5.55,3.45,,,,0,0.05,0.02,0,0.4,0.4,0,0.76,0.77,0,0.38,0.34
62,62,DARE,pharma_major,0,0,0,11.69M,14.34M,27.40M,16.74M,14.26M,27.40M,1.56,0.97,1.56,11.69M,14.33M,27.36M,7.83M,7.44M,7.55M,1.10M,7.00M,8.70M,6.73M,440.83K,1.15M,7.83M,7.44M,7.55M,0,800.45K,756.84K,0.59,0.02,0.03,10.27M,13.32M,25.23M,518.84K,6.14M,17.63K,10.11M,5.15M,25.13M,10.28M,13.32M,25.25M,,,,,,,,,,1.21,36.61,,819.50K,8.80M,36.41M,,,,151.57,186.82,365.5,167.23,398.02,,167.23,377.5,,,,,,,,,,,,,,6.64,1.15,0.91,6.64,1.15,0.91,,,,0,0,0,0,0.11,0.1,0,1.82,0.66,0,0.05,0.01
63,63,DRNA,pharma_major,6.18M,23.90M,164.31M,61.22M,128.19M,113.21M,88.85M,120.46M,112.75M,1.6,1.76,1.6,60.45M,126.93M,110.99M,409.04M,597.41M,727.06M,208.35M,445.21M,589.31M,200.69M,152.19M,137.75M,409.04M,597.41M,727.06M,0,23.50M,52.18M,2.94,2.13,1.82,18.30M,8.27M,185.53M,202.73M,49.53M,258.86M,169.88M,43.92M,49.00M,17.94M,1.93M,173.78M,,,,96.27,63.06,9.95,32.49,182.19,8.81,3.63,10.36,12.12,291.91M,1.18B,1.12B,,,,33.53,23.94,17.03,58.86,68.27,77.77,58.86,64.58,62.84,,,,991.26,536.25,68.9,978.72,531.01,67.55,1.44K,503.93,68.62,4.31,2.3,3.48,4.31,2.3,3.48,,,,0.02,0.05,0.25,0,0.04,0.07,0,0.15,0.38,0,0.03,0.07
64,64,DRRX,pharma_major,18.56M,25.07M,30.11M,23.62M,19.94M,12.62M,25.32M,20.58M,13.43M,0.16,0.12,0.16,23.36M,19.65M,12.32M,50.00M,86.02M,75.64M,30.00M,63.16M,35.53M,20.00M,22.86M,40.12M,50.00M,86.02M,75.64M,20.53M,26.36M,25.82M,0.12,0.12,0.2,20.76M,10.27M,38.70M,4.54M,27.32M,9.43M,18.50M,20.33M,15.66M,20.86M,10.12M,38.91M,,,,4.16,26.98,13.71,,65.86,,3.91,32.46,10.5,63.43M,638.25M,382.98M,,,,49.12,24.84,17.73,122.07,93.49,45.53,67.84,45.01,25.85,77.04,94.96,95.33,127.23,79.54,41.89,125.86,78.38,40.91,136.4,85.23,47.61,5,1.9,5.72,5.45,1.95,5.89,1.29,0.66,0.54,0.36,0.29,0.37,0.41,0.31,0.34,1.03,1.15,0.64,0.41,0.29,0.31
65,65,EBS,pharma_major,782.40M,1.11B,1.56B,109.20M,138.90M,494.50M,62.70M,54.50M,305.10M,1.22,1.04,1.22,170.50M,249.80M,608.90M,2.23B,2.33B,2.88B,1.22B,1.24B,1.44B,1.01B,1.09B,1.45B,2.23B,2.33B,2.88B,794.60M,836.90M,908.00M,19.74,21.05,27.25,41.80M,188.00M,536.00M,897.20M,96.90M,151.00M,788.70M,35.90M,69.50M,30.30M,101.10M,395.00M,48.6,51.87,15.8,3.89,2.56,3.1,72.89,15.04,8.99,3,2.56,3.29,3.73B,3.50B,5.11B,21.87,13.89,8.33,3.8,2.39,11.71,6.52,5.19,24.07,4.61,2.94,14.44,56.01,57.74,64.5,13.96,12.56,31.79,21.79,22.59,39.15,8.01,4.93,19.62,2.07,2.14,2.31,3.1,3.17,3.11,1.97,2.18,2.09,0.47,0.49,0.6,0.36,0.36,0.31,0.79,0.77,0.63,0.35,0.35,0.3
